"person_id","first_name","last_name","display_first_last","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag"
200584,"Anthony","Terrell","Anthony Terrell","Terrell, Anthony","A. Terrell","1981-10-15T00:00:00","UNC-Wilmington",NA,"UNC-Wilmington","",NA,0,"","","Inactive",0,"","","","","anthony_terrell",NA,NA,"Y"
200585,"Anthony","Wilkins","Anthony Wilkins","Wilkins, Anthony","A. Wilkins","1980-08-07T00:00:00","Kent State",NA,"Kent State","",NA,0,"","","Inactive",0,"","","","","anthony_wilkins",NA,NA,"Y"
200586,"Marcus","Hill","Marcus Hill","Hill, Marcus","M. Hill","1978-11-13T00:00:00","Tulsa",NA,"Tulsa","",NA,0,"","","Inactive",0,"","","","","marcus_hill",NA,NA,"Y"
200587,"Seamus","Boxley","Seamus Boxley","Boxley, Seamus","S. Boxley","1982-09-21T00:00:00","Portland State",NA,"Portland State","",NA,0,"","","Inactive",0,"","","","","seamus_boxley",NA,NA,"Y"
200588,"Jerry","Dupree","Jerry Dupree","Dupree, Jerry","J. Dupree","1981-09-05T00:00:00","USC",NA,"USC","",NA,0,"","","Inactive",0,"","","","","s_jerry_dupree",NA,NA,"Y"
200589,"Jarred","Merrill","Jarred Merrill","Merrill, Jarred","J. Merrill","1981-12-05T00:00:00","-",NA,"-","",NA,0,"","","Inactive",0,"","","","","jarred_merrill",NA,NA,"Y"
200590,"Mark","Karcher","Mark Karcher","Karcher, Mark","M. Karcher","1978-11-22T00:00:00","Temple",NA,"Temple","",NA,0,"","","Inactive",0,"","","","","s_mark_karcher",NA,NA,"Y"
200591,"Nick","Billings","Nick Billings","Billings, Nick","N. Billings","1982-01-20T00:00:00","-",NA,"-","",NA,0,"","","Inactive",0,"","","","","nick_billings",NA,NA,"Y"
200592,"Jason","Clark","Jason Clark","Clark, Jason","J. Clark","1982-08-02T00:00:00","Virginia",NA,"Virginia","",NA,0,"","","Inactive",0,"","","","","jason_clark",NA,NA,"Y"
200593,"Nate","Daniels","Nate Daniels","Daniels, Nate","N. Daniels","1981-01-06T00:00:00","-",NA,"-","",NA,0,"","","Inactive",0,"","","","","nate_daniels",NA,NA,"Y"
200594,"Malik","Moore","Malik Moore","Moore, Malik","M. Moore","1977-04-23T00:00:00","American Int'l.",NA,"American Int'l.","",NA,0,"","","Inactive",0,"","","","","malik_moore",NA,NA,"Y"
200595,"Tyrone","Sally","Tyrone Sally","Sally, Tyrone","T. Sally","1982-01-25T00:00:00","West Virginia",NA,"West Virginia","",NA,0,"","","Inactive",0,"","","","","tyrone_sally",NA,NA,"Y"
200596,"Carlos","Hurt","Carlos Hurt","Hurt, Carlos","C. Hurt","1983-02-16T00:00:00","-",NA,"-","",NA,0,"","","Inactive",0,"","","","","carlos_hurt",NA,NA,"Y"
200597,"Butter","Johnson","Butter Johnson","Johnson, Butter","B. Johnson","1980-02-24T00:00:00","UNC-Charlotte",NA,"UNC-Charlotte","",NA,0,"","","Inactive",0,"","","","","butter_johnson",NA,NA,"Y"
200598,"Darnell","Miller","Darnell Miller","Miller, Darnell","D. Miller","1982-05-24T00:00:00","West Georgia",NA,"West Georgia","",NA,0,"","","Inactive",0,"","","","","darnell_miller",NA,NA,"Y"
200599,"Norm","Richardson","Norm Richardson","Richardson, Norm","N. Richardson","1977-07-24T00:00:00","Hofstra",NA,"Hofstra","",NA,0,"","","Inactive",0,"","","","","norm_richardson",NA,NA,"Y"
200600,"Roderick","Riley","Roderick Riley","Riley, Roderick","R. Riley","1981-03-11T00:00:00","Prairie View A&M",NA,"Prairie View A&M","",NA,0,"","","Inactive",0,"","","","","roderick_riley",NA,NA,"Y"
200602,"Tony","Bland","Tony Bland","Bland, Tony","T. Bland","1980-01-27T00:00:00","San Diego State",NA,"San Diego State","",NA,0,"","","Inactive",0,"","","","","tony_bland",NA,NA,"Y"
200628,"Duane","Erwin","Duane Erwin","Erwin, Duane","D. Erwin","1982-08-01T00:00:00","Memphis State",NA,"Memphis State","",NA,0,"","","Inactive",0,"","","","","duane_erwin",NA,NA,"Y"
200629,"Kelenna","Azubuike","Kelenna Azubuike","Azubuike, Kelenna","K. Azubuike","1983-12-16T00:00:00","Kentucky",NA,"Kentucky","",NA,0,"","","Inactive",0,"","","","","old_sl_kelenna_azubuike",NA,NA,"Y"
200631,"Cliff","Hawkins","Cliff Hawkins","Hawkins, Cliff","C. Hawkins","1981-12-24T00:00:00","Kentucky",NA,"Kentucky","",NA,0,"","","Inactive",0,"","","","","cliff_hawkins",NA,NA,"Y"
200632,"Turner","Battle","Turner Battle","Battle, Turner","T. Battle","1983-01-11T00:00:00","Buffalo",NA,"Buffalo","",NA,0,"","","Inactive",0,"","","","","turner_battle",NA,NA,"Y"
200633,"Ryan","Randle","Ryan Randle","Randle, Ryan","R. Randle","1981-04-21T00:00:00","Maryland",NA,"Maryland","",NA,0,"","","Inactive",0,"","","","","ryan_randle",NA,NA,"Y"
200635,"Torian","Jones","Torian Jones","Jones, Torian","T. Jones","1982-04-16T00:00:00","Notre Dame",NA,"Notre Dame","",NA,0,"","","Inactive",0,"","","","","torian_jones",NA,NA,"Y"
200637,"D'Or","Fischer","D'Or Fischer","Fischer, D'Or","D. Fischer","1981-10-12T00:00:00","West Virginia",NA,"West Virginia","",NA,0,"","","Inactive",0,"","","","","tmp_dor_fischer",NA,NA,"Y"
200640,"Darren","Brooks","Darren Brooks","Brooks, Darren","D. Brooks","1982-08-28T00:00:00","College",NA,"College","",NA,0,"","","Inactive",0,"","","","","darren_brooks",NA,NA,"Y"
200641,"Brandon","Mason","Brandon Mason","Mason, Brandon","B. Mason","1981-07-20T00:00:00","New Mexico State",NA,"New Mexico State","",NA,0,"","","Inactive",0,"","","","","brandon_mason",NA,NA,"Y"
200643,"Quemont","Greer","Quemont Greer","Greer, Quemont","Q. Greer","1981-12-05T00:00:00","DePaul",NA,"DePaul","",NA,0,"","","Inactive",0,"","","","","quemont_greer",NA,NA,"Y"
200645,"TJ","Sorrentine","TJ Sorrentine","Sorrentine, TJ","T. Sorrentine","1982-07-29T00:00:00","College",NA,"College","",NA,0,"","","Inactive",0,"","","","","tj_sorrentine",NA,NA,"Y"
200647,"Marcus","Campbell","Marcus Campbell","Campbell, Marcus","M. Campbell","1982-03-11T00:00:00","Mississippi State",NA,"Mississippi State/US","",NA,0,"","","Inactive",0,"","","","","marcus_campbell",NA,NA,"Y"
200651,"Rich","Melzer","Rich Melzer","Melzer, Rich","R. Melzer","1979-12-08T00:00:00","Wisconsin-River Falls",NA,"Wisconsin-River Falls","",NA,0,"","","Inactive",0,"","","","","s_rich_melzer",NA,NA,"Y"
200652,"Garrett","Richardson","Garrett Richardson","Richardson, Garrett","G. Richardson","1981-04-05T00:00:00","Tennessee State",NA,"Tennessee State","",NA,0,"","","Inactive",0,"","","","","garrett_richardson",NA,NA,"Y"
200653,"Quannas","White","Quannas White","White, Quannas","Q. White","1981-01-21T00:00:00","Oklahoma",NA,"Oklahoma","",NA,0,"","","Inactive",0,"","","","","quannas_white",NA,NA,"Y"
200654,"Omar","Thomas","Omar Thomas","Thomas, Omar","O. Thomas","1982-02-25T00:00:00","Texas-El Paso",NA,"Texas-El Paso","",NA,0,"","","Inactive",0,"","","","","omar_thomas",NA,NA,"Y"
200655,"Bimbo","Carmona","Bimbo Carmona","Carmona, Bimbo","B. Carmona","1983-06-14T00:00:00","Puerto Rico",NA,"Puerto Rico","",NA,0,"","","Inactive",0,"","","","","bimbo_carmona",NA,NA,"Y"
200656,"Roman","Brown","Roman Brown","Brown, Roman","R. Brown","1980-07-22T00:00:00","College",NA,"College","",NA,0,"","","Inactive",0,"","","","","roman_brown",NA,NA,"Y"
200657,"Jeremy","McNeil","Jeremy McNeil","McNeil, Jeremy","J. McNeil","1980-03-11T00:00:00","Syracuse",NA,"Syracuse","",NA,0,"","","Inactive",0,"","","","","jeremy_mcneil",NA,NA,"Y"
200658,"Justin","Johnson","Justin Johnson","Johnson, Justin","J. Johnson","1900-01-01T00:00:00","Mississippi",NA,"Mississippi","",NA,0,"","","Inactive",0,"","","","","justin_johnson",NA,NA,"Y"
200661,"Jack","Marlow","Jack Marlow","Marlow, Jack","J. Marlow","1981-12-27T00:00:00","Fresno State",NA,"Fresno State","",NA,0,"","","Inactive",0,"","","","","jack_marlow",NA,NA,"Y"
200662,"Elton","Brown","Elton Brown","Brown, Elton","E. Brown","1983-09-09T00:00:00","Virginia",NA,"Virginia","",NA,0,"","","Inactive",0,"","","","","old_sl_elton_brown",NA,NA,"Y"
200663,"James","Taylor","James Taylor","Taylor, James","J. Taylor","1983-01-07T00:00:00","-",NA,"-","",NA,0,"","","Inactive",0,"","","","","james_taylor",NA,NA,"Y"
200664,"Brian","Chase","Brian Chase","Chase, Brian","B. Chase","1981-10-08T00:00:00","Virginia Tech",NA,"Virginia Tech","",NA,0,"","","Inactive",0,"","","","","old_sl_brian_chase",NA,NA,"Y"
200745,"Andrea","Bargnani","Andrea Bargnani","Bargnani, Andrea","A. Bargnani","1985-10-26T00:00:00","Rome, Italy","Italy","Benetton Treviso/Italy","7-0","245",8,"77","Center-Forward","Active",1610612752,"Knicks","NYK","knicks","New York","andrea_bargnani","2006","2014","N"
200746,"LaMarcus","Aldridge","LaMarcus Aldridge","Aldridge, LaMarcus","L. Aldridge","1985-07-19T00:00:00","Texas","USA","Texas/USA","6-11","240",8,"12","Forward","Active",1610612757,"Trail Blazers","POR","blazers","Portland","lamarcus_aldridge","2006","2014","N"
200747,"Adam","Morrison","Adam Morrison","Morrison, Adam","A. Morrison","1984-07-19T00:00:00","Gonzaga","USA","Gonzaga/USA","6-8","205",2,"6","Forward","Active",1610612747,"Lakers","LAL","lakers","Los Angeles","adam_morrison","2006","2009","N"
200748,"Tyrus","Thomas","Tyrus Thomas","Thomas, Tyrus","T. Thomas","1986-08-17T00:00:00","Louisiana State","USA","Louisiana State/USA","",NA,0,"","","Inactive",0,"","","","","tyrus_thomas","2006","2014","Y"
200749,"Shelden","Williams","Shelden Williams","Williams, Shelden","S. Williams","1983-10-21T00:00:00","Duke","USA","Duke/USA","6-9","250",5,"33","Center-Forward","Active",1610612751,"Nets","NJN","nets","New Jersey","shelden_williams","2006","2011","N"
200750,"Brandon","Roy","Brandon Roy","Roy, Brandon","B. Roy","1984-07-23T00:00:00","Washington","USA","Washington/USA","6-6","211",5,"3","Guard","Active",1610612750,"Timberwolves","MIN","timberwolves","Minnesota","brandon_roy","2006","2012","N"
200751,"Randy","Foye","Randy Foye","Foye, Randy","R. Foye","1983-09-24T00:00:00","Villanova","USA","Villanova/USA","6-4","213",8,"4","Guard","Active",1610612743,"Nuggets","DEN","nuggets","Denver","randy_foye","2006","2014","N"
200752,"Rudy","Gay","Rudy Gay","Gay, Rudy","R. Gay","1986-08-17T00:00:00","Connecticut","USA","Connecticut/USA","6-8","230",8,"8","Forward","Active",1610612758,"Kings","SAC","kings","Sacramento","rudy_gay","2006","2014","N"
200753,"Patrick","O'Bryant","Patrick O'Bryant","O'Bryant, Patrick","P. O'Bryant","1986-06-20T00:00:00","Bradley","USA","Bradley/USA","7-0","250",3,"13","Center","Active",1610612761,"Raptors","TOR","raptors","Toronto","patrick_obryant","2006","2009","Y"
200754,"Mouhamed","Sene","Mouhamed Sene","Sene, Mouhamed","M. Sene","1986-05-12T00:00:00","Senegal","US","Senegal/US","6-11","230",2,"18","Center","Active",1610612752,"Knicks","NYK","knicks","New York","mouhamed_sene","2006","2008","Y"
200755,"JJ","Redick","JJ Redick","Redick, JJ","J. Redick","1984-06-24T00:00:00","Duke","USA","Duke/USA","6-4","190",8,"4","Guard","Active",1610612746,"Clippers","LAC","clippers","Los Angeles","jj_redick","2006","2014","N"
200756,"Hilton","Armstrong","Hilton Armstrong","Armstrong, Hilton","H. Armstrong","1984-11-23T00:00:00","Connecticut","USA","Connecticut/USA","6-11","235",5,"57","Forward-Center","Active",1610612744,"Warriors","GSW","warriors","Golden State","hilton_armstrong","2006","2013","Y"
200757,"Thabo","Sefolosha","Thabo Sefolosha","Sefolosha, Thabo","T. Sefolosha","1984-05-02T00:00:00","Vevey, Switzerland","Switzerland","Angelico Biella/Switzerland","6-7","222",8,"25","Forward-Guard","Active",1610612737,"Hawks","ATL","hawks","Atlanta","thabo_sefolosha","2006","2014","N"
200758,"Ronnie","Brewer","Ronnie Brewer","Brewer, Ronnie","R. Brewer","1985-03-20T00:00:00","Arkansas","USA","Arkansas/USA","6-7","235",7,"11","Forward","Active",1610612741,"Bulls","CHI","bulls","Chicago","ronnie_brewer","2006","2013","N"
200759,"Cedric","Simmons","Cedric Simmons","Simmons, Cedric","C. Simmons","1986-01-03T00:00:00","North Carolina State","US","North Carolina State/US","6-9","235",2,"15","Forward","Active",1610612758,"Kings","SAC","kings","Sacramento","cedric_simmons","2006","2008","Y"
200760,"Rodney","Carney","Rodney Carney","Carney, Rodney","R. Carney","1984-04-05T00:00:00","Memphis State","USA","Memphis/USA","",NA,0,"","","Inactive",0,"","","","","rodney_carney","2006","2010","N"
200761,"Shawne","Williams","Shawne Williams","Williams, Shawne","S. Williams","1986-02-16T00:00:00","Memphis","USA","Memphis/USA","6-10","230",7,"3","Forward","Active",1610612765,"Pistons","DET","pistons","Detroit","shawne_williams","2006","2014","Y"
200762,"Oleksiy","Pecherov","Oleksiy Pecherov","Pecherov, Oleksiy","O. Pecherov","1985-12-08T00:00:00","Donetsk, Ukraine","Ukraine","Donetsk, Ukraine/Ukraine","7-0","234",2,"4","Forward-Center","Active",1610612750,"Timberwolves","MIN","timberwolves","Minnesota","oleksiy_pecherov","2007","2009","N"
200763,"Quincy","Douby","Quincy Douby","Douby, Quincy","Q. Douby","1984-05-16T00:00:00","Rutgers","US","Rutgers/US","6-3","175",2,"5","Guard","Active",1610612761,"Raptors","TOR","raptors","Toronto","quincy_douby","2006","2008","Y"
200764,"Renaldo","Balkman","Renaldo Balkman","Balkman, Renaldo","R. Balkman","1984-07-14T00:00:00","South Carolina","USA","South Carolina/USA","",NA,0,"","","Inactive",0,"","","","","renaldo_balkman","2006","2011","Y"
200765,"Rajon","Rondo","Rajon Rondo","Rondo, Rajon","R. Rondo","1986-02-22T00:00:00","Kentucky","USA","Kentucky/USA","6-1","186",8,"9","Guard","Active",1610612742,"Mavericks","DAL","mavericks","Dallas","rajon_rondo","2006","2014","N"
200766,"Marcus","Williams","Marcus Williams","Williams, Marcus","M. Williams","1985-12-03T00:00:00","Connecticut","US","Connecticut/US","6-3","205",3,"5","Guard","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","marcus_williams","2006","2009","N"
200767,"Josh","Boone","Josh Boone","Boone, Josh","J. Boone","1984-11-21T00:00:00","Connecticut","US","Connecticut/US","6-10","240",3,"2","Forward-Center","Active",1610612751,"Nets","NJN","nets","New Jersey","josh_boone","2006","2009","Y"
200768,"Kyle","Lowry","Kyle Lowry","Lowry, Kyle","K. Lowry","1986-03-25T00:00:00","Villanova","USA","Villanova/USA","6-0","205",8,"7","Guard","Active",1610612761,"Raptors","TOR","raptors","Toronto","kyle_lowry","2006","2014","N"
200769,"Shannon","Brown","Shannon Brown","Brown, Shannon","S. Brown","1985-11-29T00:00:00","Michigan State","USA","Michigan State/USA","",NA,0,"","","Inactive",0,"","","","","shannon_brown","2006","2014","Y"
200770,"Jordan","Farmar","Jordan Farmar","Farmar, Jordan","J. Farmar","1986-11-30T00:00:00","UCLA","USA","UCLA/USA","",NA,0,"","","Inactive",0,"","","","","jordan_farmar","2006","2014","Y"
200771,"Sergio","Rodriguez","Sergio Rodriguez","Rodriguez, Sergio","S. Rodriguez","1986-06-12T00:00:00","Tenerife, Spain","Spain","Tenerife, Spain/Spain","6-3","176",3,"13","Guard","Active",1610612752,"Knicks","NYK","knicks","New York","sergio_rodriguez","2006","2009","N"
200772,"Maurice","Ager","Maurice Ager","Ager, Maurice","M. Ager","1984-02-09T00:00:00","Michigan State","US","Michigan State/US","",NA,0,"","","Inactive",0,"","","","","maurice_ager","2006","2010","Y"
200776,"Mardy","Collins","Mardy Collins","Collins, Mardy","M. Collins","1984-08-04T00:00:00","Temple","US","Temple/US","6-6","220",3,"25","Guard","Active",1610612746,"Clippers","LAC","clippers","Los Angeles","mardy_collins","2006","2009","Y"
200777,"Joel","Freeland","Joel Freeland","Freeland, Joel","J. Freeland","1987-02-07T00:00:00","England","Great Britain","Farnborough College (England)/Great Britain","6-10","225",2,"19","Center-Forward","Active",1610612757,"Trail Blazers","POR","blazers","Portland","joel_freeland","2012","2014","Y"
200778,"James","White","James White","White, James","J. White","1982-10-21T00:00:00","Cincinnati","USA","Cincinnati/USA","6-7","215",2,"4","Guard-Forward","Active",1610612752,"Knicks","NYK","knicks","New York","james_white","2006","2012","Y"
200779,"Steve","Novak","Steve Novak","Novak, Steve","S. Novak","1983-06-13T00:00:00","Marquette","USA","Marquette/USA","6-10","225",8,"6","Forward","Active",1610612760,"Thunder","OKC","thunder","Oklahoma City","steve_novak","2006","2014","Y"
200780,"Solomon","Jones","Solomon Jones","Jones, Solomon","S. Jones","1984-07-16T00:00:00","South Florida","USA","South Florida/USA","",NA,0,"","","Inactive",0,"","","","","solomon_jones","2006","2013","Y"
200781,"Paul","Davis","Paul Davis","Davis, Paul","P. Davis","1984-07-21T00:00:00","Michigan State","US","Michigan State/US","",NA,0,"","","Inactive",0,"","","","","paul_davis","2006","2009","Y"
200782,"PJ","Tucker","PJ Tucker","Tucker, PJ","P. Tucker","1985-05-05T00:00:00","Texas","USA","Texas/USA","6-6","224",3,"17","Forward-Guard","Active",1610612756,"Suns","PHX","suns","Phoenix","pj_tucker","2006","2014","Y"
200783,"Craig","Smith","Craig Smith","Smith, Craig","C. Smith","1983-11-10T00:00:00","Boston College","USA","Boston College/USA","6-7","265",5,"83","Forward","Active",1610612757,"Trail Blazers","POR","blazers","Portland","craig_smith","2006","2011","Y"
200784,"Bobby","Jones","Bobby Jones","Jones, Bobby","B. Jones","1984-01-09T00:00:00","Washington","US","Washington/US","6-7","215",1,"11","Forward","Active",1610612743,"Nuggets","DEN","nuggets","Denver","bobby_ray_jones","2006","2007","Y"
200785,"Kosta","Perovic","Kosta Perovic","Perovic, Kosta","K. Perovic","1985-02-19T00:00:00","Serbia","US","Serbia/US","7-2","240",0,"19","Center","Active",1610612744,"Warriors","GSW","warriors","Golden State","kosta_perovic","2007","2007","Y"
200786,"David","Noel","David Noel","Noel, David","D. Noel","1984-02-27T00:00:00","North Carolina","US","North Carolina/US","6-6","230",0,"34","Forward-Guard","Active",1610612749,"Bucks","MIL","bucks","Milwaukee","david_noel","2006","2006","Y"
200787,"Denham","Brown","Denham Brown","Brown, Denham","D. Brown","1983-01-06T00:00:00","Connecticut",NA,"Connecticut/US","",NA,0,"","","Inactive",0,"","","","","denham_brown",NA,NA,"Y"
200788,"James","Augustine","James Augustine","Augustine, James","J. Augustine","1984-02-27T00:00:00","Illinois","US","Illinois/US","6-10","235",1,"40","Forward","Active",1610612753,"Magic","ORL","magic","Orlando","james_augustine","2006","2007","Y"
200789,"Daniel","Gibson","Daniel Gibson","Gibson, Daniel","D. Gibson","1986-02-27T00:00:00","Texas","USA","Texas/USA","6-2","200",6,"1","Guard","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","daniel_gibson","2006","2012","N"
200790,"Marcus","Vinicius","Marcus Vinicius","Vinicius, Marcus","M. Vinicius","1984-05-31T00:00:00","Brazil","US","Brazil/US","",NA,0,"","","Inactive",0,"","","","","marcus_vinicius","2006","2007","Y"
200792,"Alexander","Johnson","Alexander Johnson","Johnson, Alexander","A. Johnson","1983-02-08T00:00:00","Florida State","US","Florida State/US","6-9","240",2,"30","Forward","Active",1610612745,"Rockets","HOU","rockets","Houston","alexander_johnson","2006","2009","Y"
200793,"Dee","Brown","Dee Brown","Brown, Dee","D. Brown","1984-08-17T00:00:00","Illinois","US","Illinois/US","",NA,0,"","","Inactive",0,"","","","","dee_brown","2006","2008","N"
200794,"Paul","Millsap","Paul Millsap","Millsap, Paul","P. Millsap","1985-02-10T00:00:00","Louisiana Tech","USA","Louisiana Tech/USA","6-8","253",8,"4","Forward","Active",1610612737,"Hawks","ATL","hawks","Atlanta","paul_millsap","2006","2014","N"
200796,"Leon","Powe","Leon Powe","Powe, Leon","L. Powe","1984-01-22T00:00:00","California","US","California/US","6-8","240",4,"7","Forward","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","leon_powe","2006","2010","N"
200797,"Ryan","Hollins","Ryan Hollins","Hollins, Ryan","R. Hollins","1984-10-10T00:00:00","UCLA","USA","UCLA/USA","7-0","240",8,"5","Center","Active",1610612758,"Kings","SAC","kings","Sacramento","ryan_hollins","2006","2014","Y"
200798,"Cheikh","Samb","Cheikh Samb","Samb, Cheikh","C. Samb","1984-10-22T00:00:00","Spain","US","Senegal/US","",NA,0,"","","Inactive",0,"","","","","cheikh_samb","2007","2008","Y"
200799,"Guillermo","Diaz","Guillermo Diaz","Diaz, Guillermo","G. Diaz","1985-03-04T00:00:00","Miami","US","Miami (Fla.)/US","",NA,0,"","","Inactive",0,"","","","","guillermo_diaz","2007","2007","Y"
200801,"Hassan","Adams","Hassan Adams","Adams, Hassan","H. Adams","1984-06-20T00:00:00","Arizona","US","Arizona/US","",NA,0,"","","Inactive",0,"","","","","hassan_adams","2006","2008","N"
200805,"JR","Pinnock","JR Pinnock","Pinnock, JR","J. Pinnock","1983-12-11T00:00:00","George Washington",NA,"George Washington/US","",NA,0,"","","Inactive",0,"","","","","jr_pinnock",NA,NA,"Y"
